Grupo,CIF óbito em 30 d (%),IC95% inf,IC95% sup
Pneumonia,9.626650172722659,9.106411138945406,10.094927772193602
DPOC,13.563445663538332,12.954699894338642,14.25786043844087
Asma,0.9849306894112793,0.6700963549944768,1.2793412503928503
Insuf. respiratória,27.661145506176858,25.622020393507388,29.700950351006476
Outras,8.215975711277364,7.6786039771540695,8.762521665094143
